id	Q_chn	open	Q	Time	Interp_chn	A_chn	A	Interp	Primary_id	Alter_id	Day_Stem
150	是否能顺利解决员工离职问题？	0	Is it possible to smoothly resolve the issue of employee resignation?	甲申年癸未月庚辰日	"
兄弟爻旺动，显示离职问题需通过内部协调解决。
世爻静而化吉，提示测者需做好情绪安抚和后续交接工作。"	反馈离职问题得到妥善解决，团队稳定性恢复。?(六爻实战卦100例2)	Feedback on resignation issues was properly resolved, and team stability was restored.	The Sibling line is active and flourishing, indicating that issues of resignation need to be resolved through internal coordination. The main line is stable and transforms auspiciously, suggesting that the inquirer should focus on emotional reassurance and subsequent handover work.	13	20	geng
151	是否适合近期扩大线上业务？	0	Is it suitable to expand online business in the near future?	癸巳年甲午月丁酉日	"
财爻旺动，显示线上业务具备较高发展潜力。
世爻静而化退，提示需优化线上资源配置。"	反馈业务扩展成功，流量和转化率均显著提高。?(六爻实战卦100例2)	Feedback on business expansion was successful, with both traffic and conversion rates significantly increased. (100 examples of Six-line Practical Hexagrams 2)	The active line of Wife and Wealth indicates that online business possesses high potential for development. The static line of the self transforms into retreat, suggesting the need to optimize online resource allocation.	42	45	ding
152	是否能及时完成紧急订单？	0	Can the urgent order be completed on time?	乙未年丙午月庚辰日	"
财爻旺动化吉，显示订单可如期交付。
世爻静，提示测者需协调好供应链与生产流程。"	反馈订单提前完成，客户满意度较高。?(六爻名家卦例大收集47)	The feedback order was completed ahead of schedule, and client satisfaction was relatively high.	The Wife and Wealth line is prosperous and active, transforming auspiciously, indicating that the orders can be delivered on schedule. The self line is still, suggesting that the querent needs to coordinate the supply chain and production process well.	25	31	geng
153	是否能顺利推进海外合作项目？	0	Can the overseas cooperation project be successfully advanced?	甲午年乙未月庚寅日	"
财爻旺动，显示合作项目的资源条件具备。
世爻旺相，提示测者需重点关注跨文化沟通的细节。"	反馈合作按计划推进，获得良好国际评价。?(六爻实战卦100例2)	Feedback cooperation progresses according to plan, receiving favorable international evaluation.	The Wife and Wealth line is prosperous and active, indicating that the resource conditions for the cooperation project are in place. The world line is prosperous and suggests that the inquirer needs to focus on the details of cross-cultural communication.	40	22	geng
154	是否适合近期启动家庭装修计划？	0	Is it suitable to initiate a home renovation plan in the near future?	癸未年甲午月丁酉日	"
父母爻旺动，显示装修条件成熟。
世爻静而化退，提示需控制预算，确保装修质量。"	反馈装修按时完成，家庭整体满意度高。?(六爻名家卦例大收集47)	The renovation feedback showed that it was completed on time, and the overall family satisfaction is high.	The Parents line is thriving and moving, indicating that the conditions for renovation are mature. The self line is still and transforms into decline, suggesting the need to control the budget to ensure the quality of the renovation.	45	33	ding
155	是否能及时解决库存积压问题？	0	Can the issue of inventory backlog be resolved in a timely manner?	癸巳年乙未月庚辰日	"
财爻旺动化进，显示库存问题可以通过调整销售策略解决。
世爻旺相，提示测者需寻找渠道创新突破口。"	反馈库存逐步清理，销售额明显提升。?(六爻实战卦100例2)	Feedback inventory gradually being cleared, with a significant increase in sales. 	The line representing Wife and Wealth is strong and active, transforming into progress, indicating that issues with inventory can be resolved by adjusting sales strategies. The line representing the self is strong and flourishing, suggesting that the inquirer needs to seek innovative breakthroughs in channels.	14	9	geng
156	是否能如期完成团队内部培训计划？	0	Can the internal team training plan be completed on schedule?	甲午年乙未月庚辰日	"
父母爻旺动，显示培训资源充足。
世爻静而得日扶，提示测者需加强时间管理。"	反馈培训计划完成，团队技能显著提高。?(六爻实战卦100例2)	The feedback training program has been completed, and the team's skills have significantly improved.	The Parents line is active and prosperous, indicating abundant training resources. The self line is stationary but supported by the day, suggesting that the querent needs to enhance time management.	31	50	geng
157	是否能成功调整产品定价策略？	0	Can we successfully adjust the product pricing strategy?	丙辰年壬午月庚寅日	"
财爻旺动化吉，显示定价策略的调整具备市场需求。
世爻化退，提示测者需综合考虑竞争对手和客户反馈。"	反馈调整后市场反应积极，销量有所提升。?(六爻名家卦例大收集47)	Feedback adjustments have resulted in a positive market response, with an increase in sales.	The moving line of Wife and Wealth is prosperous and transforms auspiciously, indicating that adjustments in pricing strategy meet market demand. The line representing the subject becomes weak, suggesting that the querent needs to comprehensively consider competitors and customer feedback.	22	18	geng
158	是否适合近期购买设备？	0	Is it suitable to purchase equipment in the near future?	癸未年甲午月乙亥日	"
父母爻旺动，显示设备性能优越，购买条件良好。
世爻静而化吉，提示测者需对供应商进行充分评估。"	反馈设备购买顺利，使用效果良好。?(六爻实战卦100例2)	The feedback device purchase went smoothly, and the usage effect is good.	When the line of Parents is active and prosperous, it indicates excellent performance of the equipment and favorable purchasing conditions. The main line being static and transforming into auspicious suggests that the questioner should conduct a thorough evaluation of the supplier.	45	25	yi
159	是否能顺利与竞争对手达成合作？	0	Can we successfully reach a cooperation with our competitors?	甲申年乙未月庚辰日	"
财爻旺动，显示合作对双方有利。
世爻静而化进，提示测者需展现诚意，加强信任建立。"	反馈合作成功达成，双方关系融洽。?(六爻名家卦例大收集47)	The cooperation feedback has been successfully achieved, with both parties maintaining a harmonious relationship.	The line of wealth is prosperous and active, indicating that cooperation is beneficial to both parties. The representing line is static but transforms into advancement, suggesting that the inquirer needs to show sincerity and strengthen the establishment of trust.	13	19	geng
160	是否能顺利完成年度战略规划？	0	Is it possible to successfully complete the annual strategic plan?	癸巳年乙未月庚辰日	"
父母爻旺动，显示规划资源准备充分。
世爻旺相，提示测者需注重规划实施的落地细节。"	反馈战略规划顺利通过，公司目标明确。?(六爻实战卦100例2)	The strategic feedback plan was successfully approved, and the company's goals are clear.	The line representing Parents is vigorous and active, indicating that the planning and resource preparation are ample. The line representing the subject is prosperous, suggesting that the inquirer needs to focus on the detailed implementation of the plans.	40	50	geng
161	是否能成功拓展新业务渠道？	0	Can the new business channels be successfully expanded?	癸未年甲午月丁卯日	"
财爻旺动，显示新渠道拓展机会较大。
世爻旺相，提示测者需注重市场调研及长期规划。"	反馈新业务渠道开拓成功，客户群显著增长。?(六爻名家卦例大收集47)	Feedback on the success of developing new business channels, with a significant growth in the customer base.	The line of wealth and wife is prosperous and active, indicating a significant opportunity to expand through new channels. The line representing the self is prosperous and harmonious, suggesting that the querent should focus on market research and long-term planning.	42	30	ding
163	是否能成功签署跨国合作协议？	0	Will it be possible to successfully sign an international cooperation agreement?	癸巳年甲午月乙亥日	"
财爻旺动化吉，显示合作协议条件成熟。
世爻旺相，提示测者需关注文化差异及法律问题。"	反馈协议顺利签署，为公司开辟新市场。?(六爻实战卦100例2)	The feedback agreement was signed smoothly, opening up new markets for the company.	The Wife and Wealth line is active and transforms auspiciously, indicating that the conditions for a cooperation agreement are mature. The Self line is strong and favorable, suggesting that the querent needs to pay attention to cultural differences and legal issues.	14	33	yi
164	是否能及时解决家庭财务压力？	0	Can the family financial pressure be resolved in a timely manner?	乙未年丙午月庚辰日	"
财爻旺动，显示收入提升或债务减少的可能性较大。
世爻静而化进，提示测者需严格控制支出。"	反馈家庭财务逐步改善，负担显著减轻。?(六爻实战卦100例2)	Feedback suggests that the family's financial situation is gradually improving, and the burdens have significantly eased.	The line of Wife and Wealth is prosperous and active, indicating a significant possibility of increased income or reduced debt. The line representing the matter at hand is static but transforming forward, suggesting that the querent needs to strictly control expenses.	25	45	geng
165	是否能顺利开展新产品试销？	0	Can the new product trial sale proceed smoothly?	甲午年癸未月庚寅日	"
财爻旺动，显示试销市场反馈积极。
世爻化退，提示测者需关注产品定价及用户需求。"	反馈试销成功，市场接受度高，订单增加。?(六爻名家卦例大收集47)	The feedback from the trial sale was successful, market acceptance was high, and orders increased.	The Wife and Wealth line is actively moving, indicating that the trial sales market feedback is positive. The subject line transforms and retreats, suggesting that the inquirer needs to pay attention to product pricing and user needs.	42	19	geng
166	是否能按时完成房屋修缮？	0	Can the house repairs be completed on time?	癸巳年乙未月庚辰日	"
父母爻旺动，显示施工条件良好。
世爻旺相，提示测者需督促施工队确保工期。"	反馈修缮如期完成，质量优良。?(六爻实战卦100例2)	The feedback and repairs were completed on schedule, with excellent quality. (Sixty-Four Hexagrams Practical Divination: 100 Cases Volume 2)	"When the Parents line is prosperous and active, it indicates that the construction conditions are favorable.   
When the Self line is prosperous and influential, it suggests that the querent needs to urge the construction team to ensure the project timeline."	45	13	geng
167	是否能顺利处理商业纠纷？	0	Can the business dispute be resolved smoothly?	丙辰年壬午月庚寅日	"
官鬼爻旺动，显示纠纷有解决可能，但需时间协调。
世爻静而化吉，提示测者需尽量寻找调解方案。"	反馈纠纷最终和解，商业合作关系得以恢复。?(六爻实战卦100例2)	Feedback and disputes eventually resolve, and business partnerships are restored. (Sixty-four Hexagrams Practical Examples 100 Cases 2)	The Demons line is strong and moving, indicating that disputes have the potential to be resolved, but time coordination is necessary. The self line is still and transforms into auspiciousness, suggesting that the querent should strive to find mediation solutions.	31	50	geng
169	是否能如期获得政府补助？	0	Can the government subsidy be obtained as scheduled?	癸巳年甲午月丁酉日	"
财爻旺动，显示补助申请材料齐全且条件符合。
世爻静而化进，提示测者需及时跟进审核进展。"	反馈补助款按期到账，为公司注入资金。?(六爻实战卦100例2)	Feedback subsidies were received on time, injecting capital into the company. (One Hundred Hexagram Examples for Practical Use 2)	The Wife and Wealth line is active and prosperous, indicating that the application materials for assistance are complete and the conditions are met. The host line is static but transforms into advancement, suggesting that the inquirer needs to promptly follow up on the review's progress.	25	22	ding
170	求测终身	1	Seeking lifetime divination	癸未年甲子月壬午日	"世爻喜抑制。
1、家里的兄弟姐妹有病或夭折。(兄弟辰土在内卦为忌神生旺，主兄妹有病或夭折)
2、在外面人缘好，朋友多。（五爻兄弟戌土脆克世爻为喜神，人緣好，朋友多）
3、99年有男朋友或99年你可打过工。（卯木官鬼与兄弟戌土合，戌土增力脆克世爻主吉，分析为打工）
4、你学习较好，有学历。（父母巳火克世爻主吉，有学历）
5、本人长的比较秀气。（子孙申金为忌神空吉，本人长相好）
6、你父亲有工作能力，身体好。（父母巳火为父亲，得飞神官鬼寅木生克世爻主身体好有工作能力）
7、家里有钱。（妻财子水临旺月泄世爻吉主有财）
8、03年七月破财。（七月土旺，兄弟辰土临旺月生世不吉破财）"	"上有亡兄；
2、交友较广；
3、99年末谈恋爱；99年勤工俭学，所获不菲；
4、学习成绩一般，有学历；
5、长相算过的去；
6、父亲工作能力极强、身体很结实。
7、家中不算贫困；
8、03年农历7月，阳历8月为病大破财；"	"There is a deceased elder brother;  
Has a broad network of friends;  
Fell in love at the end of ninety-nine; in ninety-nine, worked diligently while studying, and gained considerable earnings;  
Academic performance is average, holds a degree;  
Appearance is considered acceptable;  
Father has strong work capabilities and is very robust in health;  
The family is not considered poor;  
In the lunar calendar July of the year zero-three, corresponding to August in the solar calendar, experienced illness and significant financial loss;  "	"The changing line is pleased with suppression.  
1. A sibling at home is ill or has died young. (Sibling chen soil in inner trigram acts as the unfavored spirit, indicating that a sibling is ill or has died young.)  
2. You have good social relations outside, with many friends. (The fifth line, sibling xu soil, suppresses the changing line as a favored spirit, indicating good relations and many friends.)  
3. In 1999, you either had a boyfriend or you could have worked. (The mao wood demon combines with sibling xu soil, enhancing its power to suppress the changing line as auspicious, analyzed as working.)  
4. Your studies are good, with academic qualifications. (Parents si fire suppresses the changing line as auspicious, indicating academic qualifications.)  
5. You are quite delicate in appearance. (Children shen gold acts as an unfavored spirit in hollow auspicious status, suggesting a good appearance.)  
6. Your father is capable at work and in good health. (Parents si fire represents the father, receiving the aid of the flying demon yin wood to enhance wellbeing and work capability by suppressing the changing line favorably.)  
7. The family has money. (Wife and wealth zi water during a prosperous month suppress the changing line favorably, indicating wealth.)  
8. In July 2003, financial loss occurred. (In the month of strong earth, sibling chen soil was prosperous and its presence led to unfavorable consequences, resulting in financial loss.)"	5	5	ren
171	身命	1	Analyzing my fate and life destiny	壬戌年壬子月壬申日	兄弟午火生世，父母寅木克忌神辰土使辰土不泄午火主吉	人缘好，朋友多，父母条件比较好，有能力。	Good interpersonal relationships, many friends, favorable conditions from parents, capable.	Sibling represented by the element fire at the noon time feeds the world, Parents represented by the element wood at the tiger time overcome the restrictive spirit represented by soil at the dragon time, preventing the soil at the dragon time from draining the fire at the noon time, bringing good fortune.	4	7	ren
172	年运	1	Annual Fortune	癸未年 癸亥月辛丑日	卯木生巳火官鬼火旺,卯木与戌土生合戌土增力。	事业顺利,有新得工作。	Career is going smoothly, with a new job opportunity.	The wood of mao generates the fire of si, supporting the Demons, and the fire is strong. The wood of mao and the soil of xu combine, enhancing the strength of xu soil.	12	23	xin
173	看一下婚姻和子女的情况。	1	Take a look at the situation regarding marriage and children.	戊午年壬戌月癸丑日	兄弟戌土脆克世爻主,子孙申金为忌神,妻财不上卦，后天财又空，主无外财。世爻被午火、戌土克制有力，父母午火为喜用神动克世爻,妻财不上卦，后天财又空不泄世爻	朋友多,不喜欢孩子。工作好。有学历。妻子对你帮助不大。	Many friends, do not like children. Good job. Well-educated. Wife does not provide much help to you.	Sibling on the soil of Xu restricts the main line, Children in the metal of Shen is the adverse spirit, Wife and Wealth do not appear on the hexagram, and the later heaven wealth is also empty, indicating no external wealth. The main line is effectively constrained by the fire of Wu and the soil of Xu, Parents in the fire of Wu are the favorable utility spirit actively restraining the main line, Wife and Wealth do not appear on the hexagram, and the later heaven wealth is again empty, not dissipating the main line.	10	61	gui
179	何时可以抓住犯罪嫌疑人？	1	When can the criminal suspect be captured?	甲申年 丙寅月 辛未日	子孙爻临月建、日建力量旺，官鬼受制，故破案。	2月29日（戊寅）破案，犯罪嫌疑人被抓获。	On February 29th (wuyin), the case was solved, and the criminal suspect was apprehended.	The line of Children is supported by the monthly and daily branch, thus its strength is strong, and the Demons are subdued, therefore the case is resolved.	60	3	xin
180	合伙投资项目	1	Partnership investment project	甲申年 丁卯月 癸未日	兄弟戌土动合绊世爻吉，官鬼寅木临月建动助世爻不吉	朋友不错,同心协力。官方恐怕不好过关,	Friends are trustworthy, united in purpose. Official matters may be difficult to pass.	The Sibling represented by soil in Xu, moving and entangling with the main line, is auspicious. The Demons represented by wood in Yin, being supported by the monthly build and moving to assist the main line, is inauspicious.	22	32	gui
182	所占事情： 婚姻	1	The matter of divination: Marriage	甲申年 丙寅月 甲子日	卯木冲动酉金，克耗世爻吉，三爻官鬼酉金临世爻泄世吉，六爻官鬼酉金临玄武主暧昧	有关系暧昧的男朋友，他喜欢你， 会结婚	There is a boyfriend with an ambiguous relationship. He likes you and will get married.	Mao wood clashes with You gold, restraining and depleting the ruling line, resulting in auspiciousness. The third line has Demons with You gold cooperating with the ruling line, which drains the ruling line but brings auspiciousness. The sixth line hosts Demons with You gold with the Black Tortoise, indicating ambiguity.	46	5	jia
183	占事：运气	1	Divination: Luck	甲申年 丙寅月 己巳日	世爻被临爻妻财寅、卯木泄耗吉，卯木临太岁，父母戌土增力，泄耗世爻有力，官鬼巳火旺合绊伏神兄弟申金吉，伏神兄弟申金为忌神	工作称心，文上有喜，上学时是班干部，真心朋友不多	Work is satisfying, there is joy in written matters, served as a class leader in school, and there are not many genuine friends.	The governing line is under the influence of the Wife and Wealth lines of wood in yin and mao, which are beneficial due to their draining effect. The mao wood aligns with the grand cycle, and the Parents of xu soil enhance the strength, thereby allowing the draining effect to empower the governing line. The Demons line of si fire is flourishing and is beneficially bound with the hidden spirit Sibling of shen gold. The hidden spirit Sibling of shen gold is considered an obstructive spirit.	23	52	ji
184	测何日可以办好车辆通行证？	1	Divining which day is suitable for obtaining vehicle permits.	癸未年 甲子月 壬戌日	父母亥水为忌神	到丑、辰日，土旺制水可办成	On the days of Chou and Chen, soil is strong enough to control water and things can be accomplished.	The Parents of water in Hai act as the adverse spirit.	57	59	ren
186	测当日财运	1	Divination of the Daily Financial Fortune	癸未年 甲子月 戊午日	内卦妻财亥水临旺相动生世爻不吉,外卦妻财子水旬空吉	自身破财,得外财	One loses one's own wealth, yet gains external wealth.	The inner hexagram has Wife and Wealth in water of Hai, positioned at the peak of prosperity, moving to produce the representing line, which is unfavorable. The outer hexagram has Wife and Wealth in water of Zi, being void for ten days, which is favorable.	22	27	wu
187	明天单位选举能选上吗？	0	Will I be elected in the workplace election tomorrow?	癸未年 癸亥月 丙申日	父母寅木为忌神暗动生世爻	主选票数少，不能当选	The main candidate has too few votes to be elected.	The Parents in yin wood serve as the hidden adversarial spirit, secretly moving to give life to the representing line.	6	6	bing
188	问一朋友大概什么时间能到?	1	Ask when a friend can approximately arrive?	癸未年 癸亥月 癸丑日	亥时冲克忌神兄弟巳火	忌神被冲克，人到	The obstructive spirit is being countered, the person arrives.	In the hour of hai, the restrictive spirit is countered by sibling fire of si.	50	64	gui
189	所占事情： 自身情况	1	Divination Topic: Personal Situation	癸未年 甲子月 丙辰日	兄弟戌土被日建冲破，子孙申金泄世有利，父母午火有临爻泄耗	朋友关系一般，长相比较秀气，学习好	Friendship is average, appearance is rather delicate, good at studying.	The Sibling Soil of Xu is disrupted by the daily construction. The Children's Metal of Shen drains the generation to advantage. The Parents' Fire of Wu is present in the line, draining and consuming.	34	55	bing
191	所占事情： 运气	1	The matter being divined: Fortune	癸未年 壬戌月 己卯日	2000年辰土冲克世爻吉，01、02年火旺生世爻不吉,官鬼午火有临爻克制	有官职，工作不顺心	There is a government position, work is unsatisfactory.	In the year 2000, the soil of chen clashes with and overcomes the line of the self, which is auspicious. In 2001 and 2002, the flourishing fire gives life to the line of the self, which is not auspicious. The demon of wu fire is present in the line to restrain it.	1	6	ji
194	测单位何时体检？	1	When will the unit have a physical examination?	甲申年 丁卯月 辛卯日	体检需有医生参与，子孙未土为医生目前旬空，出空合绊忌神兄弟午火之日体检。	乙未日组织人员进行的体检	Physical examination organized for personnel on the day of yǐwèi.	The medical examination requires the participation of a doctor. The Children, represented by the soil in the current period, are temporarily absent. Avoid carrying out the medical examination on a day when the Sibling, represented by the fire of the horse, intersects and restricts the unfavorable spirit.	56	50	xin
195	占事：运气	1	Divination Topic: Luck and Fortune	甲申年 丁卯月 乙未日	98年寅木、99年卯木克泄世爻，02年午火生世爻不吉，03年未土泄世主吉	得朋友帮助，工作不顺破财	With the help of friends, work is not going well, leading to financial loss.	In the year of yimao wood and jimao wood, the influence counteracts and exhausts the main line. In the year of wuwu fire, it supports the main line, which is inauspicious. In the year of weitu soil, it exhausts the main, indicating fortune.	42	54	yi
198	测开店有财否？	0	Is there profit in opening a shop?	壬午年 戊申月 戊午日	妻财午火为忌神伏世爻下，临日建，主破财。	开店生意冷清，破了一笔财。	The business of opening the shop is slow, resulting in a financial loss.	Wife and Wealth fire of the noon acts as the unfavorable spirit submerged below the generations, constructing the day, indicating financial loss.	63	57	wu
199	商业合作者今晚来电话吗？	1	Will the business partner call tonight?	甲申年 丁卯月 壬寅日	五爻父母巳火不动且旬空不吉	不会来电话	No phone call will come.	The fifth line parents fire in the sign of si is at rest and also void for ten days, which is unfavorable.	53	57	ren
200	上级单位来检查工作对自己有影响吗？	1	Will the inspection from the higher authorities have an impact on oneself?	癸未年 戊午月 辛未日	官鬼戌土旬空不脆克世爻主吉，应爻官鬼丑土生世爻主吉。	上级单位来检查工作对自己没有有影响。	The inspection from the superior unit has no influence on oneself.	Demons in the soil of the Xu are hollow and do not harm the primary line, indicating auspiciousness. The response line Demons in the soil of the Chou give life to the primary line, indicating auspiciousness.	55	55	xin
202	测近日健康情况？	1	Inquiring about recent health conditions?	壬午年 丁未月 丙申日	妻财申金为忌神动生世爻	肺部有病	The lungs are diseased.	Wife and Wealth represented by shen gold, as an inauspicious deity, moves to give benefit to the ruling line.	13	30	bing
203	开店有财否？	0	Is there wealth in opening a store?	壬午年 丁未月 丙申日	财爻卯木用神伏藏，飞神被月建合绊，兄弟酉金动克妻财卯木，主破财。	开业后一直破财	After starting the business, there has been a continuous loss of wealth.	The Wife and Wealth line of wood in the stem of mao is concealed. The flying entity is entangled by the bond of the monthly branch. The Sibling's gold in the stem of you moves to overcome the Wife and Wealth's wood in the stem of mao, indicating a financial loss.	15	18	bing
204	何日收到邮寄的书？ 	1	When will the mailed book be received?	壬午年 丁未月 壬辰日	戌日妻财丑土被刑耗，不克父母亥水	戌日申时收到书	On the day of Xu, at the time of Shen, a letter was received.	On the day of Xu, Wife and Wealth Chou soil are restrained and diminished, unable to overcome Parents Hai water.	46	46	ren
205	单位调人去不好的岗位自己会去吗？	0	Will the unit send someone to a bad position, and would they go willingly?	壬午年 丁未月 壬辰日	官鬼寅木动克世爻，兄弟未土为同事，旬空不脆克世爻不吉，	不会调走自己，同事必被调走	Unable to transfer oneself, colleagues will inevitably be transferred.	The Demons of yin wood move to overcome the ruling line, while the Sibling of wei soil represents colleagues. When in a cycle of void, it does not effectively overcome the ruling line, which is unfavorable.	43	63	ren
206	何时房子能卖出去?	1	When will the house be sold?	甲申年 丁卯月 己亥日	父母巳火出空临日建合绊世爻，酉金与忌神辰土合绊，寅木旬空，父母巳火透出，妻财子水得日建之生	酉日卖房子的钱到手	The money from selling the house on a You day is received.	Parents represented by the fire of si exit the void and are linked with the day establishment, restricting the self yao. The gold of you combines with the forbidden spirit, the soil of chen, also restricting. The wood of yin is in the void for the ten-day cycle. Parents represented by the fire of si are exposed. The Wife and Wealth represented by the water of zi receive the life force from the day establishment.	5	5	ji
207	 测投资门面房出租有财吗？	1	Does investing in leasing storefront property yield wealth?	丙戌 年丁酉月 辛亥日	兄弟酉金动生世爻亥水，妻财卯木旬空为忌	投资无财或耗财破财	Investment without wealth or consumption leads to financial loss.	The Sibling, represented by You gold, is active and gives birth to the generation yao represented by Hai water, while the Wife and Wealth represented by Mao wood, being empty in the cycle, poses a restriction.	15	52	xin
168	是否能顺利安排子女的课外活动？	0	Is it possible to smoothly arrange extracurricular activities for the children?	癸未年甲午月丁卯日	"
子孙爻旺动，显示课外活动安排丰富且适合孩子。
世爻静，提示测者需协调时间安排与孩子兴趣。"	反馈活动安排妥当，孩子表现积极。?(六爻名家卦例大收集47)	Feedback on the arrangement of activities is satisfactory, and the children show enthusiasm.	The Children line is active and strong, indicating that extracurricular activity arrangements are abundant and suitable for the child. The main line is static, suggesting that the querent needs to coordinate schedule arrangements with the child's interests.	42	31	ding
72	母亲身体健康是否会有问题？	0	Will there be any health issues with the mother's body?	癸未年乙巳月丁亥日	"
父母爻临旺动化回头生，显示健康情况大体稳定。
世爻化退，暗示需关注母亲的身体变化并适时体检。"	反馈母亲偶有小病，但无大碍。?(六爻实战卦100例2)	Feedback from the mother occasionally indicates small illnesses, but they are of no great concern.	The Parents line is in a strong position and changes to generate life once more, indicating that health conditions are generally stable. The current line transforms to retreat, suggesting the need to pay attention to the mother's physical changes and conduct timely health check-ups.	25	29	ding
119	是否适合近期转让手中的店铺？	0	Is it suitable to transfer the shop I currently own in the near future?	癸巳年乙未月庚申日	"
财爻旺动，显示店铺转让有较高成功率。
世爻静，提示测者需选择合适的买家，确保利益最大化。"	反馈店铺顺利转让，价格符合预期。?(六爻名家卦例大收集47)	The feedback was that the shop was successfully transferred, with the price meeting expectations.	The Wife and Wealth line is prosperous and active, indicating a high success rate for transferring ownership of a shop. The Self line is static, suggesting that the inquirer needs to choose a suitable buyer to ensure maximum benefit.	14	33	geng
162	是否适合近期招募技术人员？	0	Is it suitable to recruit technical personnel in the near future?	丙辰年壬午月庚寅日	"
官鬼爻旺动，显示技术人才资源丰富。
世爻静而化吉，提示测者需明确岗位职责及薪酬方案。"	反馈招募顺利，找到适配团队的技术骨干。?(六爻实战卦100例2)	The feedback on recruitment was successful, finding the technical backbone suited for the team. (Sixty-four hexagrams practical divination example 100 cases 2)	The Demons line is vigorous and active, indicating an abundance of technical talent resources. The subject line is static and transforms auspiciously, suggesting that the inquirer needs to clarify job responsibilities and compensation plans.	31	22	geng
115	亲戚是否能及时提供资金支持？	0	Can relatives provide timely financial support?	癸未年甲午月丁酉日	"
财爻旺动，显示亲戚有能力提供支持。
世爻化退，表示资金可能需要较长时间筹措。"	反馈资金于第二月到账，解决燃眉之急。?(六爻实战卦100例2)	The feedback funds will be credited in the second month, solving the urgent problem.	The Wife and Wealth line is prosperous and active, indicating that relatives have the ability to provide support. The focal line transforms into retreat, suggesting that funds may require a longer time to gather.	25	18	ding
76	是否能在年底实现理财目标？	0	Can the financial goals be achieved by the end of the year?	癸巳年甲午月丁卯日	"
财爻旺动，显示理财环境较好，目标有望实现。
世爻旺而生财，表示测者对理财较有信心。"	反馈目标完成，但过程中遇到小波动。?(六爻实战卦100例2)	Feedback target completed, but encountered minor fluctuations in the process.	The line of wealth is thriving and moving, indicating a favorable financial situation with the potential to achieve goals. The main line is vigorous and supports financial endeavors, suggesting that the seeker has considerable confidence in managing finances.	31	50	ding
47	求测婚姻是否稳定？	0	Is the marriage stable?	戊辰年癸巳月乙亥日	"
妻财旺动，显示夫妻感情较好。
世爻得兄弟爻生扶，暗示家中有压力，但可克服。"	反馈夫妻感情稳定，家庭和谐。?(六爻名家卦例大收集47)	Feedback from the example divination case shows that the marital relationship is stable and the family is harmonious.	"Wife and Wealth are flourishing and active, indicating good marital affection.  
The self line is supported by the Sibling line, implying there is pressure at home, but it can be overcome."	37	22	yi
149	是否能通过融资解决资金难题？	0	Can financing solve financial difficulties?	癸未年乙未月庚寅日	"
财爻旺动化进，显示融资成功率较高。
世爻静，提示测者需关注投资方的需求与条款。"	反馈融资顺利完成，企业恢复现金流。?(六爻名家卦例大收集47)	Feedback on financing was successfully completed, and the enterprise restored its cash flow.	The line of Wife and Wealth is vigorous and changing into advancement, indicating a higher success rate in financing. The line of the world is still, suggesting that the querent needs to pay attention to the needs and terms of the investors.	14	42	geng
99	公司是否能顺利签订大客户合同？	0	Can the company successfully sign a contract with a major client?	丙辰年甲子月庚午日	"
财爻旺动，显示客户资源有利。
世爻旺相，表示测者积极推动合同进展。"	反馈合同顺利签订，为公司带来可观利润。?(六爻实战卦100例2)	The feedback indicates that the contract was signed smoothly, bringing considerable profit to the company.	The Wife and Wealth line is prosperous and active, indicating favorable client resources. The self-line is strong, suggesting the one performing the divination is actively promoting the advancement of the contract.	42	9	geng
